index,doc_id
659,655
660,1201
661,1215
662,669
663,480
664,494
665,325
666,443
667,457
668,331
669,1003
670,319
671,1017
672,1001
673,1015
674,469
675,441
676,327
677,333
678,1029
679,455
680,482
681,496
682,1203
683,119
684,1217
685,125
686,643
687,657
688,131
689,864
690,870
691,858
692,680
693,694
694,1377
695,1411
696,1405
697,1363
698,737
699,1439
700,723
701,910
702,904
703,1388
704,938
705,509
706,1175
707,1161
708,535
709,1149
710,253
711,247
712,521
713,17
714,290
715,284
716,285
717,291
718,16
719,246
720,520
721,534
722,252
723,1148
724,1160
725,508
726,1174
727,939
728,1389
729,905
730,911
731,722
732,1438
733,736
734,1404
735,1362
736,1376
737,1410
738,695
739,681
740,859
741,871
742,865
743,656
744,130
745,124
746,642
747,1216
748,118
749,1202
750,497
751,483
752,1028
753,332
754,454
755,440
756,326
757,1014
758,468
759,1000
760,1019
761,303
762,465
763,471
764,317
765,1025
766,459
767,1031
768,667
769,101
770,115
771,673
772,1541
773,883
774,1227
775,129
776,1233
777,1555
778,897
779,868
780,840
781,698
782,854
783,713
784,1409
785,707
786,1435
787,1353
788,1347
789,1421
790,908
791,934
792,1390
793,1384
794,920
795,277
796,511
797,505
798,263
799,1179
800,1151
801,539
802,1145
803,288
804,1192
805,33
806,1186
807,27
808,26
809,1187
810,32
811,1193
812,289
813,538
814,1144
815,1150
816,504
817,1178
818,262
819,276
820,510
821,1385
822,921
823,935
824,1391
825,909
826,1346
827,1420
828,1434
829,1352
830,706
831,1408
832,712
833,855
834,699
835,841
836,869
837,1232
838,128
839,896
840,1554
841,882
842,1540
843,1226
844,114
845,672
846,666
847,100
848,1030
849,1024
850,458
851,470
852,316
853,302
854,1018
855,464
856,314
857,472
858,466
859,300
860,1032
861,328
862,1026
863,499
864,670
865,116
866,102
867,1218
868,664
869,1556
870,894
871,1230
872,1224
873,1542
874,658
875,880
876,857
877,843
878,704
879,1378
880,710
881,738
882,1422
883,1344
884,1350
885,1436
886,923
887,1387
888,1393
889,937
890,260
891,506
892,512
893,274
894,1146
895,248
896,1152
897,18
898,1185
899,24
900,1191
901,30
902,31
903,1190
904,25
905,1184
906,19
907,1153
908,249
909,1147
910,513
911,275
912,261
913,507
914,1392
915,936
916,922
917,1386
918,1351
919,1437
920,1423
921,739
922,1345
923,711
924,705
925,1379
926,842
927,856
928,1225
929,881
930,659
931,1543
932,895
933,1557
934,1231
935,1219
936,103
937,665
938,671
939,117
940,498
941,1027
942,329
943,1033
944,467
945,301
946,315
947,473
948,1037
949,339
950,1023
951,477
952,311
953,305
954,463
955,488
956,1235
957,649
958,1553
959,891
960,1547
961,885
962,1221
963,1209
964,113
965,675
966,661
967,107
968,852
969,846
970,1341
971,1427
972,1433
973,729
974,1355
975,701
976,715
977,1369
978,1382
979,926
980,932
981,1396
982,1143
983,259
984,1157
985,503
986,265
987,271
988,517
989,1180
990,21
991,1194
992,35
993,34
994,1195
995,20
996,1181
997,270
998,516
999,502
1000,264
1001,1156
1002,258
1003,1142
1004,933
1005,1397
1006,1383
1007,927
1008,714
1009,1368
1010,700
1011,728
1012,1432
1013,1354
1014,1340
1015,1426
1016,847
1017,853
1018,660
1019,106
1020,112
1021,1208
1022,674
1023,884
1024,1546
1025,1220
1026,1234
1027,890
1028,1552
1029,648
1030,489
1031,304
1032,462
1033,476
1034,310
1035,1022
1036,338
1037,1036
1038,1020
1039,1034
1040,448
1041,460
1042,306
1043,312
1044,1008
1045,474
1046,1222
1047,138
1048,1544
1049,886
1050,1550
1051,892
1052,1236
1053,104
1054,662
1055,676
1056,110
1057,845
1058,851
1059,689
1060,879
1061,1356
1062,1430
1063,1424
1064,1342
1065,716
1066,1418
1067,702
1068,1395
1069,931
1070,925
1071,1381
1072,919
1073,528
1074,1154
1075,1140
1076,514
1077,1168
1078,272
1079,266
1080,500
1081,1197
1082,36
1083,1183
1084,299
1085,22
1086,23
1087,298
1088,1182
1089,37
1090,1196
1091,267
1092,501
1093,515
1094,273
1095,1169
1096,1141
1097,529
1098,1155
1099,918
1100,924
1101,1380
1102,1394
1103,930
1104,703
1105,1419
1106,717
1107,1425
1108,1343
1109,1357
1110,1431
1111,878
1112,688
1113,850
1114,844
1115,677
1116,111
1117,105
1118,663
1119,893
1120,1551
1121,1237
1122,139
1123,1223
1124,887
1125,1545
1126,1009
1127,313
1128,475
1129,461
1130,307
1131,1035
1132,449
1133,1021
1134,406
1135,360
1136,374
1137,412
1138,1046
1139,1052
1140,348
1141,1085
1142,1091
1143,162
1144,1278
1145,604
1146,610
1147,176
1148,1244
1149,1522
1150,638
1151,1536
1152,1250
1153,1287
1154,823
1155,837
1156,189
1157,1293
1158,770
1159,764
1160,1318
1161,1330
1162,994
1163,1456
1164,980
1165,758
1166,1442
1167,1324
1168,6
1169,1495
1170,957
1171,1481
1172,943
1173,572
1174,214
1175,200
1176,566
1177,93
1178,228
1179,1132
1180,87
1181,1126
1182,78
1183,50
1184,44
1185,599
1186,45
1187,598
1188,51
1189,79
1190,1127
1191,86
1192,1133
1193,229
1194,92
1195,201
1196,567
1197,573
1198,215
1199,942
1200,1480
1201,956
1202,1494
1203,1443
1204,759
1205,981
1206,7
1207,1325
1208,1331
1209,1457
1210,995
1211,765
1212,1319
1213,771
1214,836
1215,1292
1216,188
1217,1286
1218,822
1219,1537
1220,1251
1221,1245
1222,639
1223,1523
1224,611
1225,177
1226,1279
1227,163
1228,605
1229,1090
1230,1084
1231,349
1232,1053
1233,1047
1234,375
1235,413
1236,407
1237,361
1238,411
1239,377
1240,1079
1241,363
1242,405
1243,1051
1244,1045
1245,439
1246,1092
1247,388
1248,1086
1249,175
1250,1509
1251,613
1252,607
1253,161
1254,149
1255,1253
1256,1535
1257,1521
1258,1247
1259,808
1260,1290
1261,834
1262,820
1263,1284
1264,767
1265,773
1266,1469
1267,1327
1268,5
1269,983
1270,1441
1271,997
1272,1455
1273,1333
1274,968
1275,798
1276,1482
1277,940
1278,1496
1279,954
1280,565
1281,203
1282,1119
1283,217
1284,571
1285,559
1286,84
1287,1125
1288,90
1289,1131
1290,47
1291,53
1292,52
1293,46
1294,1130
1295,91
1296,558
1297,1124
1298,85
1299,216
1300,570
1301,564
1302,1118
1303,202
1304,955
1305,1497
1306,941
1307,1483
1308,799
1309,969
1310,1454
1311,996
1312,1332
1313,4
1314,1326
1315,1440
1316,982
1317,1468
1318,772
1319,766
1320,821
1321,1285
1322,1291
1323,835
1324,809
1325,1520
1326,1246
1327,1252
1328,148
1329,1534
1330,606
1331,160
1332,174
1333,612
1334,1508
1335,1087
1336,389
1337,1093
1338,1044
1339,438
1340,1050
1341,362
1342,1078
1343,404
1344,410
1345,376
1346,1054
1347,428
1348,1040
1349,372
1350,1068
1351,414
1352,400
1353,366
1354,1097
1355,399
1356,1083
1357,1530
1358,1256
1359,1242
1360,158
1361,1524
1362,616
1363,170
1364,164
1365,602
1366,1518
1367,831
1368,1295
1369,1281
1370,825
1371,819
1372,986
1373,1444
1374,1322
1375,1336
1376,992
1377,1450
1378,1478
1379,762
1380,776
1381,1487
1382,945
1383,1493
1384,789
1385,951
1386,979
1387,81
1388,1120
1389,548
1390,95
1391,1134
1392,206
1393,560
1394,574
1395,1108
1396,212
1397,42
1398,56
1399,57
1400,43
1401,575
1402,213
1403,1109
1404,207
1405,561
1406,549
1407,1135
1408,94
1409,1121
1410,80
1411,978
1412,950
1413,788
1414,1492
1415,944
1416,1486
1417,777
1418,763
1419,1479
1420,1337
1421,1451
1422,993
1423,1445
1424,987
1425,1323
1426,1
1427,818
1428,1280
1429,824
1430,830
1431,1294
1432,165
1433,1519
1434,603
1435,617
1436,171
1437,159
1438,1243
1439,1525
1440,1531
1441,1257
1442,1082
1443,398
1444,1096
1445,401
1446,367
1447,1069
1448,373
1449,415
1450,1041
1451,1055
1452,429
1453,359
1454,1043
1455,1057
1456,365
1457,403
1458,417
1459,371
1460,1080
1461,1094
1462,1527
1463,1241
1464,1255
1465,629
1466,1533
1467,601
1468,167
1469,1269
1470,173
1471,615
1472,826
1473,1282
1474,198
1475,1296
1476,832
1477,991
1478,1453
1479,749
1480,1335
1481,3
1482,1321
1483,985
1484,1447
1485,775
1486,1309
1487,761
1488,1490
1489,952
1490,1484
1491,946
1492,96
1493,1137
1494,82
1495,1123
1496,239
1497,211
1498,577
1499,563
1500,205
1501,55
1502,588
1503,41
1504,69
1505,68
1506,40
1507,54
1508,589
1509,562
1510,204
1511,210
1512,576
1513,238
1514,1122
1515,83
1516,1136
1517,97
1518,947
1519,1485
1520,953
1521,1491
1522,760
1523,774
1524,1308
1525,1320
1526,2
1527,1446
1528,984
1529,748
1530,1452
1531,990
1532,1334
1533,1297
1534,833
1535,827
1536,199
1537,1283
1538,172
1539,1268
1540,614
1541,600
1542,166
1543,1254
1544,1532
1545,628
1546,1526
1547,1240
1548,1095
1549,1081
1550,416
1551,370
1552,364
1553,402
1554,1056
1555,1042
1556,358
